dx,dy,mode
-342.8,-1.0,1
-736.9,-74.2,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-668.3,-159.1,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-660.0,186.2,1
-499.3,134.6,1
-444.8,121.0,1
-282.3,83.4,1
-59.2,20.0,1
180.9,-31.7,1
483.1,-36.8,1
630.5,-91.7,1
481.0,-83.5,1
253.4,-18.1,1
-10.3,3.7,1
-300.0,61.8,1
-563.9,142.5,1
-532.3,177.8,1
-398.7,171.5,1
-244.8,110.7,1
-95.0,-20.5,1
24.4,-152.2,1
113.4,-199.1,1
287.8,-193.3,1
404.3,-120.6,1
460.9,43.7,1
391.7,79.8,1
246.6,105.8,1
0.0,0.0,1
-157.5,83.0,1
-486.7,56.4,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-568.7,116.6,1
-407.6,198.4,1
-154.4,271.8,1
154.8,325.8,1
436.2,270.2,1
655.5,-9.1,1
724.4,-248.3,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
